2018-07-19 00:08:21.306471,46238
2018-07-19 00:08:21.330235,47674
2018-07-19 00:08:21.336816,22597
2018-07-19 00:08:21.353957,49004
2018-07-19 00:08:21.370037,52178
2018-07-19 00:08:21.386872,48749
2018-07-19 00:08:21.396625,52247
2018-07-19 00:08:21.406841,58040
2018-07-19 00:08:21.416813,53709
2018-07-19 00:08:21.428300,54394
2018-07-19 00:08:21.436815,44466
2018-07-19 00:08:21.450431,66122
2018-07-19 00:08:21.460789,60871
2018-07-19 00:08:21.475004,55886
2018-07-19 00:08:21.486882,56917
2018-07-19 00:08:21.536876,37357
2018-07-19 00:08:21.586888,1904
2018-07-19 00:08:21.636850,7192
2018-07-19 00:08:21.687032,2460
2018-07-19 00:08:21.736819,5695
2018-07-19 00:08:21.787501,17649
2018-07-19 00:08:21.837584,50952
2018-07-19 00:08:21.887606,12517
2018-07-19 00:08:21.936814,223
2018-07-19 00:08:21.987899,1035
2018-07-19 00:08:22.037934,1113
2018-07-19 00:08:22.087920,560
2018-07-19 00:08:22.288258,11
2018-07-19 00:08:23.540580,11
2018-07-19 00:08:23.940904,11
2018-07-19 00:08:24.091304,11
2018-07-19 00:08:24.342045,70
2018-07-19 00:08:24.391872,485
2018-07-19 00:08:24.442520,11
2018-07-19 00:08:24.492615,231
2018-07-19 00:08:25.244098,11
2018-07-19 00:08:25.795299,22
2018-07-19 00:08:26.045772,120
2018-07-19 00:08:26.095843,11
2018-07-19 00:08:26.246366,75
2018-07-19 00:08:26.296429,136
2018-07-19 00:08:26.346500,609
2018-07-19 00:08:26.396565,88
2018-07-19 00:08:26.546836,11
2018-07-19 00:08:27.098056,464
2018-07-19 00:08:27.148062,574
2018-07-19 00:08:27.198140,1181
2018-07-19 00:08:27.248213,35081
2018-07-19 00:08:27.298281,4443
2018-07-19 00:08:27.348425,15187
2018-07-19 00:08:27.398821,5967
2018-07-19 00:08:27.449000,1036
2018-07-19 00:08:27.498999,4179
2018-07-19 00:08:27.549076,616
2018-07-19 00:08:27.599142,24029
2018-07-19 00:08:27.649176,1187
2018-07-19 00:08:27.699258,611
2018-07-19 00:08:27.749183,34318
2018-07-19 00:08:27.799191,17281
2018-07-19 00:08:27.849433,4739
2018-07-19 00:08:27.900001,11870
2018-07-19 00:08:27.950043,1525
2018-07-19 00:08:28.000014,88
2018-07-19 00:08:28.050105,5088
2018-07-19 00:08:28.100188,81
2018-07-19 00:08:28.150278,1568
2018-07-19 00:08:28.200353,11
2018-07-19 00:08:28.250430,11
2018-07-19 00:08:28.751560,9142
2018-07-19 00:08:28.801826,7364
2018-07-19 00:08:28.851821,7316
2018-07-19 00:08:28.901308,11
2018-07-19 00:08:29.352930,360
2018-07-19 00:07:37.892069,11
